"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,
2019,Foodservice,Colleges & Universities,Ready-to-drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,3036.9109,14012310.98
2019,Foodservice,Corrections,Breads & Bakery,Date Label Concerns,Date Label Concerns,392.716457,1811994.261
2019,Foodservice,Corrections,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,91.72253281,423207.8898
2019,Foodservice,Corrections,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,5.489574435,25328.90383
2019,Foodservice,Corrections,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,41.21951371,190186.8917
2019,Foodservice,Corrections,Breads & Bakery,Other,Other,3.162476317,14591.66998
2019,Foodservice,Corrections,Breads & Bakery,Spoiled,Spoiled,190.4948151,878943.3331
2019,Foodservice,Corrections,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,241.1781871,1112796.48
2019,Foodservice,Corrections,Dairy & Eggs,Date Label Concerns,Date Label Concerns,664.7729641,3067263.351
2019,Foodservice,Corrections,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,75.61942587,348908.1327
2019,Foodservice,Corrections,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,78.4533976,361984.082
2019,Foodservice,Corrections,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,45.16462884,208389.6582
2019,Foodservice,Corrections,Dairy & Eggs,Other,Other,2.707741353,12493.52225
2019,Foodservice,Corrections,Dairy & Eggs,Spoiled,Spoiled,347.4743949,1603247.325
2019,Foodservice,Corrections,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,229.0998096,1057066.83
2019,Foodservice,Corrections,Dry Goods,Date Label Concerns,Date Label Concerns,1668.373305,7697876.673
2019,Foodservice,Corrections,Dry Goods,Mistakes & Malfunctions,Cooking Issues,478.6171636,2208340.236
2019,Foodservice,Corrections,Dry Goods,Mistakes & Malfunctions,Equipment Issues,44.51681188,205400.6299
2019,Foodservice,Corrections,Dry Goods,Mistakes & Malfunctions,Handling Errors,160.236198,739330.033
2019,Foodservice,Corrections,Dry Goods,Other,Other,15.41604531,71129.65381
2019,Foodservice,Corrections,Dry Goods,Spoiled,Spoiled,360.713087,1664330.669
2019,Foodservice,Corrections,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,445.93984,2057567.022
2019,Foodservice,Corrections,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,665.8761653,3072353.522
2019,Foodservice,Corrections,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,125.0533951,576996.5333
2019,Foodservice,Corrections,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,33.72957997,155628.3273
2019,Foodservice,Corrections,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,77.98810059,359837.201
2019,Foodservice,Corrections,Fresh Meat & Seafood,Other,Other,6.721403703,31012.56572
2019,Foodservice,Corrections,Fresh Meat & Seafood,Spoiled,Spoiled,334.8371491,1544939.056
2019,Foodservice,Corrections,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,1223.879804,5646983.06
2019,Foodservice,Corrections,Frozen,Date Label Concerns,Date Label Concerns,10.19106923,47021.60712
2019,Foodservice,Corrections,Frozen,Mistakes & Malfunctions,Cooking Issues,17.18663078,79299.13753
2019,Foodservice,Corrections,Frozen,Mistakes & Malfunctions,Equipment Issues,91.97861589,424389.4574
2019,Foodservice,Corrections,Frozen,Mistakes & Malfunctions,Handling Errors,23.87997662,110182.2442
2019,Foodservice,Corrections,Frozen,Other,Other,1.900035136,8766.764675
2019,Foodservice,Corrections,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0.690919781,3187.904798
2019,Foodservice,Corrections,Prepared Foods,Excess,Overproduction,7333.606445,64242013.18
2019,Foodservice,Corrections,Prepared Foods,Excess,Plate Waste,57612.23139,504680167.5
2019,Foodservice,Corrections,Produce,Date Label Concerns,Date Label Concerns,155.0421754,715364.8057
2019,Foodservice,Corrections,Produce,Mistakes & Malfunctions,Cooking Issues,41.79854778,192858.5557
2019,Foodservice,Corrections,Produce,Mistakes & Malfunctions,Equipment Issues,3.329488357,15362.26376
2019,Foodservice,Corrections,Produce,Mistakes & Malfunctions,Handling Errors,18.96768589,87516.92822
2019,Foodservice,Corrections,Produce,Other,Other,2.919825465,13472.07862
2019,Foodservice,Corrections,Produce,Spoiled,Spoiled,118.5615999,547043.3813
2019,Foodservice,Corrections,Produce,Trimmings & Byproducts,Trimmings & Byproducts,1666.488589,7689180.591
2019,Foodservice,Corrections,Ready-to-drink Beverages,Date Label Concerns,Date Label Concerns,360.8920179,1665156.256
2019,Foodservice,Corrections,Ready-to-drink Beverages,Mistakes & Malfunctions,Cooking Issues,20.9017294,96440.60756
2019,Foodservice,Corrections,Ready-to-drink Beverages,Mistakes & Malfunctions,Equipment Issues,79.89273707,368625.1963
2019,Foodservice,Corrections,Ready-to-drink Beverages,Mistakes & Malfunctions,Handling Errors,51.738405,238721.0703
2019,Foodservice,Corrections,Ready-to-drink Beverages,Other,Other,8.814959617,40672.23553
2019,Foodservice,Corrections,Ready-to-drink Beverages,Spoiled,Spoiled,40.61614323,187402.9395
2019,Foodservice,Corrections,Ready-to-drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,748.6612802,3454324.154
2019,Foodservice,Full Service Restaurants,Breads & Bakery,Date Label Concerns,Date Label Concerns,8248.528884,37240862.36
2019,Foodservice,Full Service Restaurants,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,341.4671224,1541672.495
2019,Foodservice,Full Service Restaurants,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,5.852683577,26423.98257
2019,Foodservice,Full Service Restaurants,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,1343.337968,6064968.077
2019,Foodservice,Full Service Restaurants,Breads & Bakery,Other,Other,3066.629073,13845367.19
2019,Foodservice,Full Service Restaurants,Breads & Bakery,Spoiled,Spoiled,7873.254814,35546556.59
2019,Foodservice,Full Service Restaurants,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,587.5201007,2652564.537
2019,Foodservice,Full Service Restaurants,Dairy & Eggs,Date Label Concerns,Date Label Concerns,20751.33872,91902064.42
2019,Foodservice,Full Service Restaurants,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,1147.141948,5080381.299
2019,Foodservice,Full Service Restaurants,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,399.2046394,1767969.333
2019,Foodservice,Full Service Restaurants,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,1977.392793,8757337.648
2019,Foodservice,Full Service Restaurants,Dairy & Eggs,Other,Other,299.5597791,1326669.209
2019,Foodservice,Full Service Restaurants,Dairy & Eggs,Spoiled,Spoiled,10498.19803,46493678.51
2019,Foodservice,Full Service Restaurants,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,973.1881417,4309986.96
2019,Foodservice,Full Service Restaurants,Dry Goods,Date Label Concerns,Date Label Concerns,44681.16268,201991362.4
2019,Foodservice,Full Service Restaurants,Dry Goods,Mistakes & Malfunctions,Cooking Issues,15326.72047,69287927.25
2019,Foodservice,Full Service Restaurants,Dry Goods,Mistakes & Malfunctions,Equipment Issues,396.6079003,1792956.255
2019,Foodservice,Full Service Restaurants,Dry Goods,Mistakes & Malfunctions,Handling Errors,2436.345655,11014054.89
2019,Foodservice,Full Service Restaurants,Dry Goods,Other,Other,323.0237823,1460302.507
2019,Foodservice,Full Service Restaurants,Dry Goods,Spoiled,Spoiled,11781.19045,53259552.04
2019,Foodservice,Full Service Restaurants,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,2293.597131,10368727.7
2019,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,34681.49842,172001758.9
2019,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,3051.469068,15133661.2
2019,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,410.3200035,2034968.659
2019,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,4926.73044,24433958.74
2019,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Other,Other,926.493038,4594911.968
2019,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Spoiled,Spoiled,11120.90979,55153788.97
2019,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,5325.442801,26411359.67
2019,Foodservice,Full Service Restaurants,Frozen,Date Label Concerns,Date Label Concerns,544.2589402,2468677.411
2019,Foodservice,Full Service Restaurants,Frozen,Mistakes & Malfunctions,Handling Errors,389.3025124,1765818.156
2019,Foodservice,Full Service Restaurants,Frozen,Other,Other,46.22011224,209647.5383
2019,Foodservice,Full Service Restaurants,Frozen,Spoiled,Spoiled,635.4292788,2882212.474
2019,Foodservice,Full Service Restaurants,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,137.0939885,621837.8928
2019,Foodservice,Full Service Restaurants,Prepared Foods,Excess,Catering Overproduction,240397.6764,3952745230
2019,Foodservice,Full Service Restaurants,Prepared Foods,Excess,Overproduction,353752.4112,5845508431
2019,Foodservice,Full Service Restaurants,Prepared Foods,Excess,Plate Waste,4592039.529,75960997759
2019,Foodservice,Full Service Restaurants,Produce,Date Label Concerns,Date Label Concerns,11866.98105,58272498.38
2019,Foodservice,Full Service Restaurants,Produce,Mistakes & Malfunctions,Cooking Issues,1151.783563,5655802.9
2019,Foodservice,Full Service Restaurants,Produce,Mistakes & Malfunctions,Equipment Issues,23.41197193,114963.8725
2019,Foodservice,Full Service Restaurants,Produce,Mistakes & Malfunctions,Handling Errors,952.2250755,4675876.193
2019,Foodservice,Full Service Restaurants,Produce,Other,Other,569.2506067,2795290.135
2019,Foodservice,Full Service Restaurants,Produce,Spoiled,Spoiled,6314.450073,31006941.04
2019,Foodservice,Full Service Restaurants,Produce,Trimmings & Byproducts,Trimmings & Byproducts,26616.69927,130700601.8
2019,Foodservice,Full Service Restaurants,Ready-to-drink Beverages,Date Label Concerns,Date Label Concerns,8963.398289,41760918.59
2019,Foodservice,Full Service Restaurants,Ready-to-drink Beverages,Mistakes & Malfunctions,Handling Errors,1261.840178,5878976.171
2019,Foodservice,Full Service Restaurants,Ready-to-drink Beverages,Other,Other,6365.018068,29654935.86
2019,Foodservice,Full Service Restaurants,Ready-to-drink Beverages,Spoiled,Spoiled,13312.64954,62024296.57
2019,Foodservice,Full Service Restaurants,Ready-to-drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,116.2057032,541408.1527
2019,Foodservice,Healthcare,Breads & Bakery,Date Label Concerns,Date Label Concerns,3136.035804,14469673.42
2019,Foodservice,Healthcare,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,273.0542864,1259872.845
2019,Foodservice,Healthcare,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,32.02711787,147773.1649
2019,Foodservice,Healthcare,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,146.5077206,675986.8199
2019,Foodservice,Healthcare,Breads & Bakery,Other,Other,7.87361493,36328.86988
2019,Foodservice,Healthcare,Breads & Bakery,Spoiled,Spoiled,591.1342885,2727494.402
2019,Foodservice,Healthcare,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,755.0261806,3483691.813
2019,Foodservice,Healthcare,Dairy & Eggs,Date Label Concerns,Date Label Concerns,4642.79371,21421856.42
2019,Foodservice,Healthcare,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,275.913482,1273065.177
2019,Foodservice,Healthcare,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,518.6367606,2392990.711
2019,Foodservice,Healthcare,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,336.9747074,1554801.753
2019,Foodservice,Healthcare,Dairy & Eggs,Other,Other,17.14795052,79120.66677
2019,Foodservice,Healthcare,Dairy & Eggs,Spoiled,Spoiled,1043.654925,4815425.229
2019,Foodservice,Healthcare,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,548.2947371,2529832.655
2019,Foodservice,Healthcare,Dry Goods,Date Label Concerns,Date Label Concerns,9134.919608,42148531.36
2019,Foodservice,Healthcare,Dry Goods,Mistakes & Malfunctions,Cooking Issues,1479.287667,6825435.287
2019,Foodservice,Healthcare,Dry Goods,Mistakes & Malfunctions,Equipment Issues,134.2859009,619595.3275
2019,Foodservice,Healthcare,Dry Goods,Mistakes & Malfunctions,Handling Errors,580.3889965,2677915.611
2019,Foodservice,Healthcare,Dry Goods,Other,Other,84.20356211,388515.3488
2019,Foodservice,Healthcare,Dry Goods,Spoiled,Spoiled,623.4307789,2876510.452
2019,Foodservice,Healthcare,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,4199.680051,19377329.4
2019,Foodservice,Healthcare,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,4617.874613,21306879.68
2019,Foodservice,Healthcare,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,702.6477919,3242017.857
2019,Foodservice,Healthcare,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,172.4679132,795767.1834
2019,Foodservice,Healthcare,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,417.5407941,1926533.786
2019,Foodservice,Healthcare,Fresh Meat & Seafood,Other,Other,43.53734629,200881.3744
2019,Foodservice,Healthcare,Fresh Meat & Seafood,Spoiled,Spoiled,1109.937976,5121255.316
2019,Foodservice,Healthcare,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,5561.920119,25662706.91
2019,Foodservice,Healthcare,Frozen,Date Label Concerns,Date Label Concerns,52.13420949,240547.3127
2019,Foodservice,Healthcare,Frozen,Mistakes & Malfunctions,Cooking Issues,87.92123666,405668.7042
2019,Foodservice,Healthcare,Frozen,Mistakes & Malfunctions,Equipment Issues,470.5328089,2171039.013
2019,Foodservice,Healthcare,Frozen,Mistakes & Malfunctions,Handling Errors,122.1622262,563656.6758
2019,Foodservice,Healthcare,Frozen,Other,Other,9.719964375,44847.9287
2019,Foodservice,Healthcare,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,3.534521824,16308.28845
2019,Foodservice,Healthcare,Prepared Foods,Excess,Overproduction,75954.60242,717093920.5
2019,Foodservice,Healthcare,Prepared Foods,Excess,Plate Waste,584478.4301,5518111023
2019,Foodservice,Healthcare,Produce,Date Label Concerns,Date Label Concerns,1793.669367,8275992.871
2019,Foodservice,Healthcare,Produce,Mistakes & Malfunctions,Cooking Issues,262.8860637,1212956.652
2019,Foodservice,Healthcare,Produce,Mistakes & Malfunctions,Equipment Issues,29.22777268,134856.9824
2019,Foodservice,Healthcare,Produce,Mistakes & Malfunctions,Handling Errors,55.00680515,253801.4729
2019,Foodservice,Healthcare,Produce,Other,Other,10.0564071,46400.27591
2019,Foodservice,Healthcare,Produce,Spoiled,Spoiled,819.9026773,3783032.056
2019,Foodservice,Healthcare,Produce,Trimmings & Byproducts,Trimmings & Byproducts,7296.964922,33668205.97
2019,Foodservice,Healthcare,Ready-to-drink Beverages,Date Label Concerns,Date Label Concerns,4997.849561,23060084.6
2019,Foodservice,Healthcare,Ready-to-drink Beverages,Mistakes & Malfunctions,Cooking Issues,134.7190527,621593.8906
2019,Foodservice,Healthcare,Ready-to-drink Beverages,Mistakes & Malfunctions,Equipment Issues,169.2565349,780949.8795
2019,Foodservice,Healthcare,Ready-to-drink Beverages,Mistakes & Malfunctions,Handling Errors,119.5088371,551413.9352
2019,Foodservice,Healthcare,Ready-to-drink Beverages,Other,Other,107.2148658,494689.5352
2019,Foodservice,Healthcare,Ready-to-drink Beverages,Spoiled,Spoiled,557.2685638,2571237.903
2019,Foodservice,Healthcare,Ready-to-drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,623.4801764,2876738.372
2019,Foodservice,K-12 Education,Breads & Bakery,Date Label Concerns,Date Label Concerns,2143.699067,9891030.378
2019,Foodservice,K-12 Education,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,500.6805916,2310140.923
2019,Foodservice,K-12 Education,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,29.96562885,138261.4518
2019,Foodservice,K-12 Education,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,225.0026234,1038162.407
2019,Foodservice,K-12 Education,Breads & Bakery,Other,Other,17.26283024,79650.72195
2019,Foodservice,K-12 Education,Breads & Bakery,Spoiled,Spoiled,1039.843251,4797838.159
2019,Foodservice,K-12 Education,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,1316.505702,6074359.078
2019,Foodservice,K-12 Education,Dairy & Eggs,Date Label Concerns,Date Label Concerns,3628.758504,16743096.62
2019,Foodservice,K-12 Education,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,412.7794743,1904565.05
2019,Foodservice,K-12 Education,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,428.2491152,1975941.994
2019,Foodservice,K-12 Education,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,246.5375998,1137524.817
2019,Foodservice,K-12 Education,Dairy & Eggs,Other,Other,14.78059427,68197.68182
2019,Foodservice,K-12 Education,Dairy & Eggs,Spoiled,Spoiled,1896.738787,8751555.313
2019,Foodservice,K-12 Education,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,1250.574147,5770150.795
2019,Foodservice,K-12 Education,Dry Goods,Date Label Concerns,Date Label Concerns,9107.054806,42019963.12
2019,Foodservice,K-12 Education,Dry Goods,Mistakes & Malfunctions,Cooking Issues,2612.600386,12054541.69
2019,Foodservice,K-12 Education,Dry Goods,Mistakes & Malfunctions,Equipment Issues,243.001398,1121208.777
2019,Foodservice,K-12 Education,Dry Goods,Mistakes & Malfunctions,Handling Errors,874.6722527,4035738.951
2019,Foodservice,K-12 Education,Dry Goods,Other,Other,84.15069287,388271.4101
2019,Foodservice,K-12 Education,Dry Goods,Spoiled,Spoiled,1969.004085,9084987.497
2019,Foodservice,K-12 Education,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,2434.226531,11231524.49
2019,Foodservice,K-12 Education,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,3634.780486,16770882.05
2019,Foodservice,K-12 Education,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,682.6218807,3149618.276
2019,Foodservice,K-12 Education,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,184.1177466,849519.5304
2019,Foodservice,K-12 Education,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,425.7092248,1964222.936
2019,Foodservice,K-12 Education,Fresh Meat & Seafood,Other,Other,36.68974546,169286.5349
2019,Foodservice,K-12 Education,Fresh Meat & Seafood,Spoiled,Spoiled,1827.756569,8433271.268
2019,Foodservice,K-12 Education,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,6680.723322,30824866.39
2019,Foodservice,K-12 Education,Frozen,Date Label Concerns,Date Label Concerns,55.62941202,256674.1819
2019,Foodservice,K-12 Education,Frozen,Mistakes & Malfunctions,Cooking Issues,93.8156874,432865.7078
2019,Foodservice,K-12 Education,Frozen,Mistakes & Malfunctions,Equipment Issues,502.0784578,2316590.679
2019,Foodservice,K-12 Education,Frozen,Mistakes & Malfunctions,Handling Errors,130.352275,601445.5722
2019,Foodservice,K-12 Education,Frozen,Other,Other,10.37161412,47854.64148
2019,Foodservice,K-12 Education,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,3.771484651,17401.63525
2019,Foodservice,K-12 Education,Prepared Foods,Excess,Overproduction,40031.54188,352790054.6
2019,Foodservice,K-12 Education,Prepared Foods,Excess,Plate Waste,504583.5359,4446794824
2019,Foodservice,K-12 Education,Produce,Date Label Concerns,Date Label Concerns,846.3199359,3904921.323
2019,Foodservice,K-12 Education,Produce,Mistakes & Malfunctions,Cooking Issues,228.1633639,1052746.068
2019,Foodservice,K-12 Education,Produce,Mistakes & Malfunctions,Equipment Issues,18.1744894,83857.11854
2019,Foodservice,K-12 Education,Produce,Mistakes & Malfunctions,Handling Errors,103.537832,477723.6961
2019,Foodservice,K-12 Education,Produce,Other,Other,15.93828579,73539.27206
2019,Foodservice,K-12 Education,Produce,Spoiled,Spoiled,647.1854859,2986114.702
2019,Foodservice,K-12 Education,Produce,Trimmings & Byproducts,Trimmings & Byproducts,9096.766814,41972494.31
2019,Foodservice,K-12 Education,Ready-to-drink Beverages,Date Label Concerns,Date Label Concerns,1969.980805,9089494.083
2019,Foodservice,K-12 Education,Ready-to-drink Beverages,Mistakes & Malfunctions,Cooking Issues,114.0950857,526434.8788
2019,Foodservice,K-12 Education,Ready-to-drink Beverages,Mistakes & Malfunctions,Equipment Issues,436.105956,2012193.468
2019,Foodservice,K-12 Education,Ready-to-drink Beverages,Mistakes & Malfunctions,Handling Errors,282.4214992,1303093.177
2019,Foodservice,K-12 Education,Ready-to-drink Beverages,Other,Other,48.11772048,222015.227
2019,Foodservice,K-12 Education,Ready-to-drink Beverages,Spoiled,Spoiled,221.7090391,1022965.805
2019,Foodservice,K-12 Education,Ready-to-drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,4086.674901,18855923.49
2019,Foodservice,Limited Service Restaurants,Breads & Bakery,Date Label Concerns,Date Label Concerns,16689.85553,62357515.03
2019,Foodservice,Limited Service Restaurants,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,690.9155583,2581435.007
2019,Foodservice,Limited Service Restaurants,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,11.8421654,44245.3205
2019,Foodservice,Limited Service Restaurants,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,2718.074571,10155413.01
2019,Foodservice,Limited Service Restaurants,Breads & Bakery,Other,Other,6204.936287,23183208.94
2019,Foodservice,Limited Service Restaurants,Breads & Bakery,Spoiled,Spoiled,15930.53588,59520505.08
2019,Foodservice,Limited Service Restaurants,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,1188.772657,4441554.855
2019,Foodservice,Limited Service Restaurants,Dairy & Eggs,Date Label Concerns,Date Label Concerns,66068.71173,214070450.1
2019,Foodservice,Limited Service Restaurants,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,3652.303674,11833896.42
2019,Foodservice,Limited Service Restaurants,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,1270.999264,4118188.13
2019,Foodservice,Limited Service Restaurants,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,6295.680301,20398749.73
2019,Foodservice,Limited Service Restaurants,Dairy & Eggs,Other,Other,953.7470792,3090253.482
2019,Foodservice,Limited Service Restaurants,Dairy & Eggs,Spoiled,Spoiled,33424.46617,108299228.6
2019,Foodservice,Limited Service Restaurants,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,3098.464521,10039391.98
2019,Foodservice,Limited Service Restaurants,Dry Goods,Date Label Concerns,Date Label Concerns,48490.28962,177303350.7
2019,Foodservice,Limited Service Restaurants,Dry Goods,Mistakes & Malfunctions,Cooking Issues,16633.34323,60819341.59
2019,Foodservice,Limited Service Restaurants,Dry Goods,Mistakes & Malfunctions,Equipment Issues,430.419237,1573815.573
2019,Foodservice,Limited Service Restaurants,Dry Goods,Mistakes & Malfunctions,Handling Errors,2644.047275,9667882.89
2019,Foodservice,Limited Service Restaurants,Dry Goods,Other,Other,350.5619778,1281819.799
2019,Foodservice,Limited Service Restaurants,Dry Goods,Spoiled,Spoiled,12785.55218,46750004.18
2019,Foodservice,Limited Service Restaurants,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,2489.129255,9101429.599
